Item_Identifier;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales
FDE32;6.59;Low Fat;0.105761491;Fruits and Vegetables;84.8908;OUT049;1999;Medium;Tier 1;Supermarket Type1;1677.816
FDJ58;6.425;Low Fat;0.105742544;Breakfast;130.5626;OUT010;1998;;Tier 3;Grocery Store;131.1626
FDJ27;11.15;Regular;0.105736638;Baking Goods;104.4648;OUT018;2009;Medium;Tier 3;Supermarket Type2;2181.1608
NCM18;15.6;Regular;0.105725004;Snack Foods;169.9764;OUT018;2009;Medium;Tier 3;Supermarket Type2;2748.4224
FDA02;15.1;Regular;0.105666833;Fruits and Vegetables;41.6796;OUT046;1997;Small;Tier 1;Supermarket Type1;495.3552
FDT26;15.1;reg;0.105646853;Fruits and Vegetables;42.8796;OUT035;2004;Small;Tier 2;Supermarket Type1;949.4308
DRD60;6.59;Low Fat;0.105597316;Fruits and Vegetables;83.4908;OUT046;1997;Small;Tier 1;Supermarket Type1;1342.2528
NCR18;6.59;Low Fat;0.105577348;Fruits and Vegetables;85.6908;OUT035;2004;Small;Tier 2;Supermarket Type1;1929.4884
FDO27;14;Regular;0.105573769;Frozen Foods;143.9812;OUT018;2009;Medium;Tier 3;Supermarket Type2;1139.8496
FDP25;6.59;Low Fat;0.10550944;Fruits and Vegetables;85.6908;OUT013;1987;High;Tier 3;Supermarket Type1;1929.4884
FDQ51;16.2;Low Fat;0.105498192;Canned;101.47;OUT010;1998;;Tier 3;Grocery Store;399.48
NCH07;17.6;Low Fat;0.105472205;Snack Foods;165.6868;OUT017;2007;;Tier 2;Supermarket Type1;3111.9492
FDP44;11.15;Regular;0.105471384;Baking Goods;105.8648;OUT049;1999;Medium;Tier 1;Supermarket Type1;1973.4312
NCP55;6.775;Low Fat;0.105459307;Household;84.625;OUT045;2002;;Tier 2;Supermarket Type1;2496.75
FDO09;16.75;Low Fat;0.105448901;Snack Foods;156.163;OUT017;2007;;Tier 2;Supermarket Type1;782.315
FDP38;5.845;Regular;0.105445801;Frozen Foods;214.4218;OUT018;2009;Medium;Tier 3;Supermarket Type2;1496.0526
FDI48;;Low Fat;0.105324246;Breads;125.7046;OUT027;1985;Medium;Tier 3;Supermarket Type3;3237.1196
FDS58;8.895;Low Fat;0.105323859;Dairy;39.1138;OUT045;2002;;Tier 2;Supermarket Type1;609.207
FDJ55;11.15;Regular;0.105307659;Baking Goods;102.0648;OUT046;1997;Small;Tier 1;Supermarket Type1;1038.648
NCF06;15.6;Regular;0.105296072;Snack Foods;170.1764;OUT046;1997;Small;Tier 1;Supermarket Type1;3435.528
FDF41;11.15;Regular;0.105287746;Baking Goods;103.2648;OUT035;2004;Small;Tier 2;Supermarket Type1;2388.8904
NCL05;16.75;low fat;0.105282932;Snack Foods;156.963;OUT018;2009;Medium;Tier 3;Supermarket Type2;2816.334
FDT24;15.6;Regular;0.105276162;Snack Foods;173.2764;OUT035;2004;Small;Tier 2;Supermarket Type1;3779.0808
FDK08;8.895;Low Fat;0.105274111;Dairy;39.9138;OUT049;1999;Medium;Tier 1;Supermarket Type1;690.4346
FDU55;18.7;Low Fat;0.10527024;Frozen Foods;122.9072;OUT017;2007;;Tier 2;Supermarket Type1;490.0288
NCY18;12.65;Low Fat;0.105265475;Soft Drinks;159.9578;OUT010;1998;;Tier 3;Grocery Store;962.7468
FDS11;6.775;Low Fat;0.105225964;Household;84.225;OUT035;2004;Small;Tier 2;Supermarket Type1;3162.55
FDC28;11.15;Regular;0.105220024;Baking Goods;102.7648;OUT013;1987;High;Tier 3;Supermarket Type1;1142.5128
FDR59;15.6;Regular;0.105208448;Snack Foods;170.5764;OUT013;1987;High;Tier 3;Supermarket Type1;4466.1864
DRE15;5.845;Regular;0.105181277;Frozen Foods;214.4218;OUT049;1999;Medium;Tier 1;Supermarket Type1;5343.045
FDP19;14;Regular;0.105145451;Frozen Foods;144.2812;OUT046;1997;Small;Tier 1;Supermarket Type1;4844.3608
DRN47;14;Regular;0.105125569;Frozen Foods;143.2812;OUT035;2004;Small;Tier 2;Supermarket Type1;3277.0676
FDJ34;8.895;Low Fat;0.105110692;Dairy;41.1138;OUT046;1997;Small;Tier 1;Supermarket Type1;690.4346
FDX21;18.7;Low Fat;0.105104552;Frozen Foods;121.7072;OUT018;2009;Medium;Tier 3;Supermarket Type2;1347.5792
FDI57;;Low Fat;0.105085956;Fruits and Vegetables;82.3908;OUT027;1985;Medium;Tier 3;Supermarket Type3;3691.1952
NCI42;16.75;Low Fat;0.105068444;Snack Foods;156.663;OUT045;2002;;Tier 2;Supermarket Type1;2816.334
FDL03;17.6;Low Fat;0.105042025;Snack Foods;163.8868;OUT049;1999;Medium;Tier 1;Supermarket Type1;3111.9492
FDX37;16.75;Low Fat;0.105018817;Snack Foods;155.263;OUT049;1999;Medium;Tier 1;Supermarket Type1;1721.093
FDW57;5.845;Regular;0.104998144;Frozen Foods;213.2218;OUT035;2004;Small;Tier 2;Supermarket Type1;7266.5412
FDX14;9.5;Regular;0.104933928;Canned;78.796;OUT018;2009;Medium;Tier 3;Supermarket Type2;1198.44
FDD09;18.7;Low Fat;0.104890428;Frozen Foods;121.4072;OUT045;2002;;Tier 2;Supermarket Type1;3185.1872
FDM09;17.6;Low Fat;0.104878967;Snack Foods;164.8868;OUT046;1997;Small;Tier 1;Supermarket Type1;2456.802
NCW54;17.6;Low Fat;0.104859135;Snack Foods;161.8868;OUT035;2004;Small;Tier 2;Supermarket Type1;4094.67
DRL11;18.7;Low Fat;0.104840884;Frozen Foods;122.1072;OUT049;1999;Medium;Tier 1;Supermarket Type1;490.0288
FDJ58;17.6;Low Fat;0.104791689;Snack Foods;165.2868;OUT013;1987;High;Tier 3;Supermarket Type1;3111.9492
FDX21;;Regular;0.104786172;Snack Foods;172.2764;OUT027;1985;Medium;Tier 3;Supermarket Type3;1545.9876
FDA20;;Low Fat;0.104784329;Fruits and Vegetables;150.4366;OUT019;1985;Small;Tier 1;Grocery Store;151.1366
FDL34;;Low Fat;0.104784329;Health and Hygiene;266.0226;OUT019;1985;Small;Tier 1;Grocery Store;528.6452
FDL38;16.75;Low Fat;0.104768536;Snack Foods;155.163;OUT013;1987;High;Tier 3;Supermarket Type1;2972.797
DRL11;;Regular;0.104704537;Fruits and Vegetables;125.2678;OUT019;1985;Small;Tier 1;Grocery Store;254.3356
FDO40;18.7;Low Fat;0.104658344;Frozen Foods;121.2072;OUT035;2004;Small;Tier 2;Supermarket Type1;1470.0864
DRZ24;18.7;Low Fat;0.104591027;Frozen Foods;121.4072;OUT013;1987;High;Tier 3;Supermarket Type1;2450.144
FDM52;9.5;Regular;0.104488444;Canned;77.896;OUT035;2004;Small;Tier 2;Supermarket Type1;1997.4
FDM52;16.35;Regular;0.104463896;Fruits and Vegetables;227.1062;OUT010;1998;;Tier 3;Grocery Store;225.7062
FDV49;6.63;Regular;0.104445322;Baking Goods;167.25;OUT018;2009;Medium;Tier 3;Supermarket Type2;1830.95
FDF47;9.5;Regular;0.104421237;Canned;80.196;OUT013;1987;High;Tier 3;Supermarket Type1;2157.192
FDF56;7.51;Low Fat;0.104400238;Snack Foods;113.5544;OUT017;2007;;Tier 2;Supermarket Type1;894.8352
FDW12;15.2;Regular;0.104365283;Fruits and Vegetables;177.1054;OUT017;2007;;Tier 2;Supermarket Type1;3151.8972
FDY09;;Low Fat;0.104348025;Snack Foods;156.263;OUT027;1985;Medium;Tier 3;Supermarket Type3;4850.353
FDY55;12.15;LF;0.104257037;Starchy Foods;34.0532;OUT010;1998;;Tier 3;Grocery Store;179.766
FDU36;20;Regular;0.104245198;Canned;105.3622;OUT049;1999;Medium;Tier 1;Supermarket Type1;1270.3464
NCR06;7.51;Low Fat;0.10423592;Snack Foods;111.7544;OUT018;2009;Medium;Tier 3;Supermarket Type2;2460.7968
FDW24;12;Low Fat;0.104230135;Health and Hygiene;259.5278;OUT046;1997;Small;Tier 1;Supermarket Type1;2603.278
FDF16;15.2;Regular;0.104201019;Fruits and Vegetables;176.5054;OUT018;2009;Medium;Tier 3;Supermarket Type2;2976.7918
NCR18;6.63;Regular;0.104183308;Baking Goods;166.15;OUT049;1999;Medium;Tier 1;Supermarket Type1;3828.35
DRD01;20;Regular;0.104083376;Canned;107.4622;OUT046;1997;Small;Tier 1;Supermarket Type1;3705.177
FDS15;16.2;Low Fat;0.104058452;Canned;102.499;OUT017;2007;;Tier 2;Supermarket Type1;2063.98
FDT19;19;Regular;0.104035148;Fruits and Vegetables;227.772;OUT017;2007;;Tier 2;Supermarket Type1;5206.556
FDE59;12.5;Low Fat;0.10402738;Household;172.2448;OUT017;2007;;Tier 2;Supermarket Type1;1874.8928
FDE04;7.51;Low Fat;0.104023565;Snack Foods;112.4544;OUT045;2002;;Tier 2;Supermarket Type1;2013.3792
NCV17;;Regular;0.10400212;Canned;79.796;OUT027;1985;Medium;Tier 3;Supermarket Type3;4074.696
FDC17;20;Regular;0.10399676;Canned;107.4622;OUT013;1987;High;Tier 3;Supermarket Type1;1587.933
FDI45;15.2;Regular;0.103988736;Fruits and Vegetables;177.0054;OUT045;2002;;Tier 2;Supermarket Type1;3677.2134
FDZ33;6.63;Regular;0.103935018;Baking Goods;166.85;OUT013;1987;High;Tier 3;Supermarket Type1;5326.4
FDJ56;;Low Fat;0.103918113;Snack Foods;100.67;OUT019;1985;Small;Tier 1;Grocery Store;399.48
FDN25;16.2;Low Fat;0.103894671;Canned;101.299;OUT018;2009;Medium;Tier 3;Supermarket Type2;1857.582
FDC10;16.7;Regular;0.103849783;Snack Foods;58.8562;OUT010;1998;;Tier 3;Grocery Store;59.2562
FDQ22;7.51;Low Fat;0.103813029;Snack Foods;113.7544;OUT046;1997;Small;Tier 1;Supermarket Type1;671.1264
NCR54;7.51;Low Fat;0.103793399;Snack Foods;110.1544;OUT035;2004;Small;Tier 2;Supermarket Type1;2684.5056
DRK11;15.2;Regular;0.10377827;Fruits and Vegetables;175.6054;OUT046;1997;Small;Tier 1;Supermarket Type1;2451.4756
DRI37;15.2;Regular;0.103758647;Fruits and Vegetables;177.0054;OUT035;2004;Small;Tier 2;Supermarket Type1;2976.7918
FDX37;14.5;Low Fat;0.103752817;Dairy;155.1998;OUT010;1998;;Tier 3;Grocery Store;307.5996
FDF05;9.395;Low Fat;0.103751236;Snack Foods;235.8932;OUT046;1997;Small;Tier 1;Supermarket Type1;942.7728
FDW36;9.395;Low Fat;0.103731617;Snack Foods;236.9932;OUT035;2004;Small;Tier 2;Supermarket Type1;4242.4776
FDI04;7.51;Low Fat;0.103726639;Snack Foods;110.6544;OUT013;1987;High;Tier 3;Supermarket Type1;1901.5248
FDB04;5.635;Low Fat;0.103693024;Baking Goods;149.905;OUT018;2009;Medium;Tier 3;Supermarket Type2;2546.685
FDU38;9.395;Low Fat;0.103664897;Snack Foods;233.6932;OUT013;1987;High;Tier 3;Supermarket Type1;1414.1592
FDY28;16.2;Low Fat;0.103634038;Canned;101.399;OUT049;1999;Medium;Tier 1;Supermarket Type1;1031.99
FDP20;19;Regular;0.10361083;Fruits and Vegetables;228.372;OUT049;1999;Medium;Tier 1;Supermarket Type1;905.488
FDC29;15.5;Low Fat;0.103603094;Snack Foods;143.547;OUT049;1999;Medium;Tier 1;Supermarket Type1;1431.47
FDR45;;Regular;0.103517853;Baking Goods;164.95;OUT027;1985;Medium;Tier 3;Supermarket Type3;4161.25
NCC42;6.11;Regular;0.103503049;Fruits and Vegetables;129.6968;OUT017;2007;;Tier 2;Supermarket Type1;1174.4712
NCF42;5.635;Low Fat;0.103481775;Baking Goods;150.005;OUT045;2002;;Tier 2;Supermarket Type1;1797.66
FDZ45;19;Regular;0.103449993;Fruits and Vegetables;225.472;OUT046;1997;Small;Tier 1;Supermarket Type1;3169.208
FDB23;15.5;Low Fat;0.103442268;Snack Foods;144.847;OUT046;1997;Small;Tier 1;Supermarket Type1;2433.499
FDC41;12.5;low fat;0.103442268;Household;170.8448;OUT046;1997;Small;Tier 1;Supermarket Type1;4942.8992
FDA10;12.5;LF;0.103422709;Household;169.9448;OUT035;2004;Small;Tier 2;Supermarket Type1;2897.5616
NCM26;15.5;LF;0.103422709;Snack Foods;144.847;OUT035;2004;Small;Tier 2;Supermarket Type1;1717.764
FDZ58;9.27;Low Fat;0.103419257;Dairy;148.105;OUT010;1998;;Tier 3;Grocery Store;149.805
FDW35;16.6;Low Fat;0.103406065;Fruits and Vegetables;116.4466;OUT018;2009;Medium;Tier 3;Supermarket Type2;1178.466
FDX32;9.17;Low Fat;0.103398309;Baking Goods;143.947;OUT018;2009;Medium;Tier 3;Supermarket Type2;2576.646
FDK40;19;Regular;0.103363904;Fruits and Vegetables;226.172;OUT013;1987;High;Tier 3;Supermarket Type1;3169.208
FDD04;15.5;Low Fat;0.103356186;Snack Foods;142.847;OUT013;1987;High;Tier 3;Supermarket Type1;1574.617
FDP28;6.11;Regular;0.103340142;Fruits and Vegetables;131.2968;OUT018;2009;Medium;Tier 3;Supermarket Type2;913.4776
NCL42;16.6;Low Fat;0.103195401;Fruits and Vegetables;117.8466;OUT045;2002;;Tier 2;Supermarket Type1;942.7728
DRB13;;Low Fat;0.103188491;Household;244.346;OUT019;1985;Small;Tier 1;Grocery Store;246.346
FDC33;16.6;Low Fat;0.103146658;Fruits and Vegetables;117.2466;OUT049;1999;Medium;Tier 1;Supermarket Type1;2239.0854
FDO58;20.25;Regular;0.103142373;Canned;94.612;OUT018;2009;Medium;Tier 3;Supermarket Type2;652.484
FDE34;9.17;Low Fat;0.103138922;Baking Goods;141.747;OUT049;1999;Medium;Tier 1;Supermarket Type1;3006.087
NCE19;6.11;reg;0.103129612;Fruits and Vegetables;129.5968;OUT045;2002;;Tier 2;Supermarket Type1;2348.9424
NCJ18;13.35;low fat;0.103091351;Dairy;229.9352;OUT017;2007;;Tier 2;Supermarket Type1;2519.3872
FDF52;6.11;Regular;0.103080901;Fruits and Vegetables;131.2968;OUT049;1999;Medium;Tier 1;Supermarket Type1;1957.452
FDY04;;Regular;0.102999154;Fruits and Vegetables;169.9448;OUT019;1985;Small;Tier 1;Grocery Store;170.4448
DRF49;9.17;Low Fat;0.102978817;Baking Goods;144.947;OUT046;1997;Small;Tier 1;Supermarket Type1;4294.41
FDX27;;Regular;0.102949031;Fruits and Vegetables;225.272;OUT027;1985;Medium;Tier 3;Supermarket Type3;4753.812
FDV28;;Low Fat;0.102941345;Snack Foods;142.047;OUT027;1985;Medium;Tier 3;Supermarket Type3;2719.793
FDE33;;LF;0.102941345;Household;171.2448;OUT027;1985;Medium;Tier 3;Supermarket Type3;4602.0096
FDQ37;20.25;Regular;0.102932246;Canned;93.212;OUT045;2002;;Tier 2;Supermarket Type1;1304.968
NCG30;6.11;Regular;0.102920886;Fruits and Vegetables;130.4968;OUT046;1997;Small;Tier 1;Supermarket Type1;3523.4136
NCH29;6.11;Regular;0.102901425;Fruits and Vegetables;128.4968;OUT035;2004;Small;Tier 2;Supermarket Type1;1435.4648
FDV20;9.17;Low Fat;0.102893121;Baking Goods;141.947;OUT013;1987;High;Tier 3;Supermarket Type1;4008.116
FDG57;;Regular;0.102830104;Baking Goods;172.6422;OUT019;1985;Small;Tier 1;Grocery Store;344.8844
FDU60;20.25;Regular;0.102723919;Canned;93.212;OUT046;1997;Small;Tier 1;Supermarket Type1;1957.452
NCH30;13.35;Low Fat;0.1027194;Dairy;228.8352;OUT045;2002;;Tier 2;Supermarket Type1;5267.8096
NCM29;20.25;Regular;0.102704495;Canned;94.312;OUT035;2004;Small;Tier 2;Supermarket Type1;2982.784
FDB12;13.35;Low Fat;0.102670882;Dairy;228.6352;OUT049;1999;Medium;Tier 1;Supermarket Type1;3435.528
FDD53;16.7;Low Fat;0.102633047;Canned;180.8292;OUT017;2007;;Tier 2;Supermarket Type1;3466.1548
FDI44;6.13;Low Fat;0.102607233;Fruits and Vegetables;54.0298;OUT018;2009;Medium;Tier 3;Supermarket Type2;808.947
FDW56;13.35;Low Fat;0.102511504;Dairy;230.6352;OUT046;1997;Small;Tier 1;Supermarket Type1;3435.528
FDA01;13.35;Low Fat;0.10249212;Dairy;230.5352;OUT035;2004;Small;Tier 2;Supermarket Type1;2748.4224
FDG47;13.35;low fat;0.102426197;Dairy;230.6352;OUT013;1987;High;Tier 3;Supermarket Type1;5725.88
FDT40;;Regular;0.102422487;Fruits and Vegetables;131.4968;OUT027;1985;Medium;Tier 3;Supermarket Type3;1565.9616
FDU20;4.615;Regular;0.102407778;Canned;234.33;OUT017;2007;;Tier 2;Supermarket Type1;3961.51
NCP41;5.15;Regular;0.10239789;Meat;122.1388;OUT010;1998;;Tier 3;Grocery Store;495.3552
FDW36;;Low Fat;0.102371638;Household;221.2456;OUT019;1985;Small;Tier 1;Grocery Store;663.1368
FDN31;6.13;Low Fat;0.10234983;Fruits and Vegetables;55.0298;OUT049;1999;Medium;Tier 1;Supermarket Type1;539.298
NCU54;19.25;Low Fat;0.102349519;Dairy;52.7956;OUT017;2007;;Tier 2;Supermarket Type1;928.1252
FDS01;;Regular;0.102295904;Fruits and Vegetables;162.3552;OUT019;1985;Small;Tier 1;Grocery Store;487.3656
FDA23;15.85;Regular;0.102262138;Meat;47.1744;OUT010;1998;;Tier 3;Grocery Store;90.5488
FDY08;;Regular;0.102226474;Canned;91.312;OUT027;1985;Medium;Tier 3;Supermarket Type3;3075.996
FDJ28;19.25;Low Fat;0.102188428;Dairy;54.3956;OUT018;2009;Medium;Tier 3;Supermarket Type2;1201.1032
DRF36;6.13;Low Fat;0.102171627;Fruits and Vegetables;53.8298;OUT035;2004;Small;Tier 2;Supermarket Type1;1024.6662
FDH44;;Low Fat;0.102157958;Dairy;145.0128;OUT019;1985;Small;Tier 1;Grocery Store;143.8128
NCY54;14.85;Low Fat;0.102065622;Household;254.2698;OUT010;1998;;Tier 3;Grocery Store;1775.6886
FDR59;16.7;LF;0.102055777;Canned;184.0292;OUT046;1997;Small;Tier 1;Supermarket Type1;3101.2964
DRA59;4.615;Regular;0.102038294;Canned;231.93;OUT045;2002;;Tier 2;Supermarket Type1;2563.33
FDS55;16.7;Low Fat;0.10203648;Canned;180.9292;OUT035;2004;Small;Tier 2;Supermarket Type1;2736.438
FDZ28;19.25;LF;0.101980245;Dairy;54.3956;OUT045;2002;;Tier 2;Supermarket Type1;873.5296
DRG49;19.25;Low Fat;0.101932076;Dairy;54.5956;OUT049;1999;Medium;Tier 1;Supermarket Type1;764.3384
FDH21;4.615;Regular;0.101812521;Canned;232.23;OUT035;2004;Small;Tier 2;Supermarket Type1;5126.66
NCN19;;Low Fat;0.10178199;Health and Hygiene;104.699;OUT019;1985;Small;Tier 1;Grocery Store;103.199
FDP25;19.25;Low Fat;0.1017546;Dairy;55.1956;OUT035;2004;Small;Tier 2;Supermarket Type1;491.3604
DRH59;4.615;Regular;0.101747034;Canned;231.33;OUT013;1987;High;Tier 3;Supermarket Type1;4660.6
FDH09;19.25;Low Fat;0.101689151;Dairy;54.6956;OUT013;1987;High;Tier 3;Supermarket Type1;163.7868
NCK54;;Low Fat;0.101561568;Canned;181.9292;OUT027;1985;Medium;Tier 3;Supermarket Type3;3101.2964
FDT21;10.695;Regular;0.10154201;Breakfast;173.7712;OUT010;1998;;Tier 3;Grocery Store;175.7712
FDR12;9.195;Low Fat;0.101500374;Baking Goods;45.2744;OUT045;2002;;Tier 2;Supermarket Type1;679.116
FDS25;;reg;0.101338651;Canned;232.63;OUT027;1985;Medium;Tier 3;Supermarket Type3;5359.69
NCL05;15.5;Regular;0.101335811;Fruits and Vegetables;196.5768;OUT017;2007;;Tier 2;Supermarket Type1;3350.3056
NCI30;9.195;Low Fat;0.101294945;Baking Goods;46.2744;OUT046;1997;Small;Tier 1;Supermarket Type1;1086.5856
FDJ26;;Low Fat;0.101281;Dairy;55.0956;OUT027;1985;Medium;Tier 3;Supermarket Type3;2020.0372
FDA56;9.195;Low Fat;0.101275792;Baking Goods;46.4744;OUT035;2004;Small;Tier 2;Supermarket Type1;950.7624
FDM33;13.5;Low Fat;0.101231721;Baking Goods;86.254;OUT010;1998;;Tier 3;Grocery Store;173.108
FDP04;15.5;Regular;0.101176316;Fruits and Vegetables;198.9768;OUT018;2009;Medium;Tier 3;Supermarket Type2;4729.8432
FDR55;9.395;Regular;0.100966837;Baking Goods;86.8856;OUT017;2007;;Tier 2;Supermarket Type1;2548.6824
NCZ54;15.5;Regular;0.100922503;Fruits and Vegetables;199.0768;OUT049;1999;Medium;Tier 1;Supermarket Type1;2759.0752
NCA53;18.25;Low Fat;0.10084386;Starchy Foods;166.3526;OUT010;1998;;Tier 3;Grocery Store;164.4526
FDL20;;Low Fat;0.10080442;Baking Goods;45.4744;OUT027;1985;Medium;Tier 3;Supermarket Type3;1041.3112
FDT26;16.1;Low Fat;0.100799828;Fruits and Vegetables;78.4328;OUT017;2007;;Tier 2;Supermarket Type1;1467.4232
NCZ06;19.2;Low Fat;0.100640587;Frozen Foods;112.6886;OUT017;2007;;Tier 2;Supermarket Type1;1779.0176
FDA04;9.395;Regular;0.100602552;Baking Goods;88.3856;OUT045;2002;;Tier 2;Supermarket Type1;703.0848
FDD29;20.7;Regular;0.100583009;Fruits and Vegetables;123.5388;OUT018;2009;Medium;Tier 3;Supermarket Type2;1981.4208
FDS56;9.395;Regular;0.100555034;Baking Goods;88.8856;OUT049;1999;Medium;Tier 1;Supermarket Type1;439.428
FDT07;;Low Fat;0.100493148;Fruits and Vegetables;123.1046;OUT019;1985;Small;Tier 1;Grocery Store;124.5046
FDT58;19.2;Low Fat;0.100482186;Frozen Foods;111.8886;OUT018;2009;Medium;Tier 3;Supermarket Type2;1667.829
FDJ10;20.2;Low Fat;0.100477461;Household;187.7898;OUT017;2007;;Tier 2;Supermarket Type1;2245.0776
FDN25;15.1;Regular;0.100423086;Fruits and Vegetables;144.7786;OUT017;2007;;Tier 2;Supermarket Type1;2600.6148
DRC27;9.395;Regular;0.10039894;Baking Goods;89.6856;OUT046;1997;Small;Tier 1;Supermarket Type1;878.856
FDA38;16.1;Low Fat;0.100388706;Fruits and Vegetables;76.0328;OUT049;1999;Medium;Tier 1;Supermarket Type1;1853.5872
FDM56;20.7;Regular;0.100378096;Fruits and Vegetables;122.4388;OUT045;2002;;Tier 2;Supermarket Type1;1238.388
NCI43;20.7;Regular;0.100330684;Fruits and Vegetables;123.4388;OUT049;1999;Medium;Tier 1;Supermarket Type1;1238.388
FDP36;12.35;Low Fat;0.100322104;Fruits and Vegetables;113.7518;OUT017;2007;;Tier 2;Supermarket Type1;2049.3324
DRK49;20.2;Low Fat;0.100319317;Household;188.6898;OUT018;2009;Medium;Tier 3;Supermarket Type2;3367.6164
FDW32;;Regular;0.100277876;Fruits and Vegetables;196.8768;OUT027;1985;Medium;Tier 3;Supermarket Type3;7094.7648
NCW18;15.1;Regular;0.100265027;Fruits and Vegetables;142.5786;OUT018;2009;Medium;Tier 3;Supermarket Type2;3323.0078
FDQ44;20;Regular;0.100262068;Baking Goods;169.6132;OUT010;1998;;Tier 3;Grocery Store;169.1132
FDL45;19.2;Low Fat;0.100230114;Frozen Foods;112.9886;OUT049;1999;Medium;Tier 1;Supermarket Type1;1667.829
DRB48;6.825;Low Fat;0.100171568;Health and Hygiene;262.7226;OUT010;1998;;Tier 3;Grocery Store;264.3226
FDQ34;7.235;Low Fat;0.10016525;Snack Foods;193.9452;OUT045;2002;;Tier 2;Supermarket Type1;2936.178
FDH17;12.35;Low Fat;0.100164204;Fruits and Vegetables;113.6518;OUT018;2009;Medium;Tier 3;Supermarket Type2;1593.9252
FDN08;16.1;LF;0.100149459;Fruits and Vegetables;78.4328;OUT013;1987;High;Tier 3;Supermarket Type1;1158.492
FDK57;20.2;Low Fat;0.100114941;Household;188.3898;OUT045;2002;;Tier 2;Supermarket Type1;3554.7062
FDK10;20.2;Regular;0.100095288;Fruits and Vegetables;125.2678;OUT010;1998;;Tier 3;Grocery Store;127.1678
FDL39;20.7;Regular;0.100091576;Fruits and Vegetables;125.5388;OUT013;1987;High;Tier 3;Supermarket Type1;2105.2596
FDP25;19.2;Low Fat;0.100074524;Frozen Foods;110.2886;OUT046;1997;Small;Tier 1;Supermarket Type1;778.3202
FDC05;15.1;Regular;0.100060762;Fruits and Vegetables;144.0786;OUT045;2002;;Tier 2;Supermarket Type1;2600.6148
FDA39;10;Low Fat;0.100055625;Snack Foods;113.3544;OUT018;2009;Medium;Tier 3;Supermarket Type2;3467.4864
FDZ10;19.2;Low Fat;0.100055601;Frozen Foods;112.4886;OUT035;2004;Small;Tier 2;Supermarket Type1;1223.0746
FDK08;15.1;Regular;0.1000135;Fruits and Vegetables;145.4786;OUT049;1999;Medium;Tier 1;Supermarket Type1;1589.2646
DRD24;19.2;Low Fat;0.099991245;Frozen Foods;112.7886;OUT013;1987;High;Tier 3;Supermarket Type1;1779.0176
DRG48;7.235;Low Fat;0.099962524;Snack Foods;193.8452;OUT046;1997;Small;Tier 1;Supermarket Type1;1957.452
FDH52;20.2;Low Fat;0.099893424;Household;187.6898;OUT035;2004;Small;Tier 2;Supermarket Type1;3928.8858
FDS25;13;Low Fat;0.099887103;Household;45.906;OUT017;2007;;Tier 2;Supermarket Type1;838.908
NCH43;7.235;Low Fat;0.099879337;Snack Foods;195.1452;OUT013;1987;High;Tier 3;Supermarket Type1;1761.7068
DRK01;15.1;Regular;0.099839365;Fruits and Vegetables;143.3786;OUT035;2004;Small;Tier 2;Supermarket Type1;1733.7432
FDD59;16;Regular;0.099832728;Frozen Foods;87.4856;OUT017;2007;;Tier 2;Supermarket Type1;263.6568
FDB27;10;Low Fat;0.099804623;Snack Foods;113.7544;OUT049;1999;Medium;Tier 1;Supermarket Type1;3243.7776
FDO22;;Regular;0.099780431;Fruits and Vegetables;225.2088;OUT019;1985;Small;Tier 1;Grocery Store;447.4176
FDD35;12.35;Low Fat;0.099757833;Fruits and Vegetables;113.9518;OUT046;1997;Small;Tier 1;Supermarket Type1;910.8144
FDR01;;Low Fat;0.099747488;Fruits and Vegetables;75.2328;OUT027;1985;Medium;Tier 3;Supermarket Type3;1544.656
NCB31;13;Low Fat;0.099729888;Household;46.306;OUT018;2009;Medium;Tier 3;Supermarket Type2;559.272
FDC35;15.6;Regular;0.099704558;Dairy;63.1194;OUT017;2007;;Tier 2;Supermarket Type1;1300.3074
